time_s,requested_valve,valve,rpm,total_flow_kg_s,chamber_pressure_pa,pump_power_w,minimum_npsh_m,estopped,alarms
0.6950000000000001,0.6411764705882353,0.6411764705882353,27914.519086039556,0.7034581417132639,16224419.162459828,28716.49997150622,39.34214989282782,False,
0.7000000000000001,0.6470588235294118,0.6470588235294118,27918.00760854509,0.7111051311661003,16399748.913384765,29302.305196814883,39.342569063807,False,
0.705,0.6529411764705881,0.6529411764705881,27921.353762553284,0.7187496363949991,16574789.373104582,29893.72302975538,39.34299262839875,False,
0.71,0.6588235294117647,0.6588235294117647,27924.56335819981,0.7263916680886878,16749539.015796168,30490.74992437718,39.34342058278941,False,
0.715,0.6647058823529411,0.6647058823529411,27927.64196850554,0.7340312399666091,16923996.537670124,31093.38259932015,39.34385292336449,False,
0.72,0.6705882352941176,0.6705882352941176,27930.594939053342,0.7416683685283949,17098160.843547925,31701.618027363897,39.34428964670318,False,
0.725,0.676470588235294,0.676470588235294,27933.42739726995,0.7493030728178247,17272031.03404799,32315.453425173582,39.34473074957291,False,
0.73,0.6823529411764706,0.6823529411764706,27936.14426132902,0.7569353742005622,17445606.3933595,32934.88624325259,39.345176228923734,False,
0.735,0.6882352941176471,0.6882352941176471,27938.75024869088,0.7645652961549906,17618886.377583146,33559.91415611055,39.34562608188282,False,
0.74,0.6941176470588235,0.6941176470588235,27941.249884293735,0.7721928640754996,17791870.60361847,34190.535052654166,39.346080305748835,False,
0.745,0.7,0.7,27943.64750841061,0.7798181050876022,17964558.838577848,34826.747026806865,39.34653889798644,False,
0.75,0.7058823529411765,0.7058823529411765,27945.947284185622,0.787441047874287,18136950.98970763,35468.54836836201,39.34700185622072,False,
0.755,0.711764705882353,0.711764705882353,27948.153204862734,0.7950617225130415,18309047.094797395,36115.93755407352,39.34746917823171,False,
0.76,0.7176470588235294,0.7176470588235294,27950.269100719437,0.8026801603229978,18480847.313058764,36768.91323898671,39.347940861948956,False,
0.765,0.7235294117647059,0.7235294117647059,27952.29864571753,0.8102963937216886,18652351.916455675,37427.474248011174,39.348416905446115,False,
0.77,0.7294117647058823,0.7294117647058823,27954.245363882423,0.8179104560909137,18823561.28146848,38091.619567736736,39.34889730693565,False,
0.775,0.7352941176470589,0.7352941176470589,27956.112635422156,0.8255223816512446,18994475.881274723,38761.348338492884,39.34938206476358,False,
0.78,0.7411764705882353,0.7411764705882353,27957.903702596628,0.833132205344717,19165096.27832992,39436.65984665115,39.34987117740437,False,
0.785,0.7470588235294118,0.7470588235294118,27959.621675347356,0.8407399627252792,19335423.117332183,40117.55351716961,39.350364643455784,False,
0.79,0.7529411764705882,0.7529411764705882,27961.269536697455,0.848345689856584,19505457.118554913,40804.028906377884,39.35086246163397,False,
